timestamp,main_state
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
4573505,0
